label,smarts,count
O=C(O)C=CC(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])/[#6]=[#6]\[#6](=[#8])-[#8])-[#0:2],22
O=C[O][R],[#0:1]-[#8]-[#6]=[#8],22
C=CC(=O)[N]([R])C(=S)[N]([R])[R],[#0:1]-[#7](-[#6](=[#16])-[#7](-[#6](=[#8])-[#6]=[#6H])-[#0:3])-[#0:2],22
O=[S](=O)([O-])[R],[#0:1]-[#16](=[#8])(=[#8])-[#8-],21
C=C[N+](=O)[O-],[#8]=[#7+](-[#8-])-[#6H]=[#6H],21
O=C1[S][R][C](=O)[N]1[R],[#8]=[#6]1-[#0:1]-[#16]-[#6](=[#8])-[#7]-1-[#0:2],21
O=[C]([R])N=[S](=O)([R])[R],[#0:1]-[#16](=[#8])(=[#7]-[#6](=[#8])-[#0:2])-[#0:3],21
O=[C]([R])C=C[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#6H]=[#6H]-[#7](-[#0:2])-[#6](=[#8])-[#0:3],21
C=C1C(=O)[N]([R])C(=S)[N]1[R],[#6H]=[#6]1-[#7](-[#6](=[#16])-[#7](-[#6]-1=[#8])-[#0:2])-[#0:1],21
O=C(C=C[O][R])[O][R],[#0:1]-[#8]/[#6]=[#6]/[#6](=[#8])-[#8]-[#0:2],21
O=[C]([R])ON([C](=O)[R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#8]-[#7](-[#6](=[#8])-[#0:2])-[#6](-[#0:3])=[#8],20
C=CC=CC=C([S][R])[N]([R])[R],[#0:1]-[#7](-[#6](=[#6]-[#6]=[#6H]-[#6]=[#6H])-[#16]-[#0:2])-[#0:3],20
O=S(=O)(O)[O][R],[#0:1]-[#8]-[#16](=[#8])(=[#8])-[#8],20
O=[C]([R])C=C[N]([R])[N]([R])[C](=O)[R],[#8]=[#6](/[#6]=[#6]/[#7](-[#7](-[#6](=[#8])-[#0:1])-[#0:4])-[#0:3])-[#0:2],20
C=CC=O,[#6H2]=[#6]-[#6]=[#8],20
O=[C]([R])N=C([N]([R])[R])[N]([R])[R],[#0:1]-[#6](=[#8])-[#7]=[#6](-[#7](-[#0:2])-[#0:4])-[#7](-[#0:3])-[#0:5],20
O=[C]([R])[N]([R])OC[O][R],[#0:1]-[#6](=[#8])-[#7](-[#8]-[#6H2]-[#8]-[#0:2])-[#0:3],20
O=[C]1[R][S](=O)C[N]1[R],[#6H2]1-[#7](-[#0:1])-[#6](=[#8])-[#0:2]-[#16]-1=[#8],20
O=P(O)([O][R])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8])-[#8]-[#0:2],19
O=[S](=O)([R])[N]([R])C[S][R],[#6H](-[#16]-[#0:1])-[#7](-[#0:2])-[#16](=[#8])(=[#8])-[#0:3],19
[R][P]([R])[R],[#0:1]-[#15](-[#0:2])-[#0:3],19
O=[S](=O)([R])[N]([R])C[N]([R])[R],[#6H](-[#7](-[#0:1])-[#0:3])-[#7](-[#16](-[#0:2])(=[#8])=[#8])-[#0:4],19
N#[N+][R],[#7]#[#7+]-[#0:1],19
C=CN1C[N]([R])C(=O)[N]1[R],[#6H]=[#6H]-[#7]1-[#7](-[#0:1])-[#6](=[#8])-[#7](-[#0:2])-[#6H]-1,19
O=[C](Cl)[R],[#0:1]-[#6](=[#8])-[#17],18
C=C1C=CC(=O)O1,[#6H]=[#6]1-[#6]=[#6]-[#6](=[#8])-[#8]-1,18
O[B]([R])[O][R],[#0:2]-[#8]-[#5](-[#8])-[#0:1],18
O=[S](=O)([R])[N]([R])[N]([R])[R],[#0:1]-[#16](=[#8])(=[#8])-[#7](-[#7](-[#0:2])-[#0:4])-[#0:3],18
O=C(C(=C[N]([R])[R])[S](=O)(=O)[R])[N]([R])[R],[#0:1]-[#7](-[#6H]=[#6](-[#6](-[#7](-[#0:4])-[#0:5])=[#8])-[#16](=[#8])(=[#8])-[#0:2])-[#0:3],18
O=[C]1[R][N]([N]([R])[C](=O)[R])C(=O)[N]1[R],[#0:1]-[#6](=[#8])-[#7](-[#7]1-[#6](=[#8])-[#7](-[#0:2])-[#6](=[#8])-[#0:3]-1)-[#0:4],18
C=C(C#N)[C](=O)[R],[#6H]=[#6](-[#6]#[#7])-[#6](=[#8])-[#0:1],18
O=C(C(=O)[N]([R])[R])C(O)[O][R],[#0:1]-[#8]-[#6H](-[#8])-[#6](=[#8])-[#6](=[#8])-[#7](-[#0:2])-[#0:3],17
C=NO[C](=O)[R],[#8]=[#6](-[#8]-[#7]=[#6H2])-[#0:1],17
O=C1C(Cl)=C([N]([R])[R])C(=O)[N]1[R],[#0:1]-[#7](-[#0:2])-[#6]1=[#6](-[#17])-[#6](=[#8])-[#7](-[#0:3])-[#6]-1=[#8],17
O=[C]1[R][N]([C](=O)[R])C[N]1[R],[#0:1]1-[#6](=[#8])-[#7](-[#0:2])-[#6]-[#7]-1-[#6](=[#8])-[#0:3],17
[OH][Nar],[#7]-[#8],17
O=[N][R],[#0:1]-[#7]=[#8],17
C=C1SC([N]([R])[R])=NC1=O,[#0:1]-[#7](-[#6]1=[#7]-[#6](=[#8])-[#6](=[#6H])-[#16]-1)-[#0:2],17
C=C1C=C[N]([R])C1=O,[#6H]1=[#6]-[#6](=[#6H])-[#6](=[#8])-[#7]-1-[#0:1],17
O=C([N]([R])[R])[N]([R])[Nar],[#0:1]-[#7](-[#6](=[#8])-[#7](-[#7])-[#0:3])-[#0:2],17
O=[C]1[R][N]([R])C=N[N]1[R],[#0:1]1-[#7](-[#6H]=[#7]-[#7](-[#6]-1=[#8])-[#0:3])-[#0:2],17
C=N[N]([R])P(=O)([O][R])[O][R],[#6H]=[#7]-[#7](-[#15](=[#8])(-[#8]-[#0:1])-[#8]-[#0:2])-[#0:3],17
O=C([N]([R])[R])[N]([R])C[O][R],[#0:2]-[#7](-[#6](=[#8])-[#7](-[#0:3])-[#6H2]-[#8]-[#0:1])-[#0:4],17
O=[C]1C=C[O][R]1,[#6H]1=[#6H]-[#8]-[#0:1]-[#6]-1=[#8],17
[R][P+]([R])([R])[R],[#0:1]-[#15+](-[#0:2])(-[#0:3])-[#0:4],16
[R][S+]([R])[R],[#0:1]-[#16+](-[#0:2])-[#0:3],16
OC(=[N][R])[N]([R])[R],[#8]/[#6](=[#7]\[#0:1])-[#7](-[#0:2])-[#0:3],16
C=COC([O][R])[C](=O)[R],[#6H]=[#6]-[#8]-[#6H](-[#8]-[#0:1])-[#6](-[#0:2])=[#8],16
O=P([O][Na])([O][Na])[O][R],[#8]=[#15](-[#8]-[Na])(-[#8]-[Na])-[#8]-[#0:1],16
C=N[N]([R])C(=[N][R])[S][R],[#6H2]=[#7]-[#7](-[#6](=[#7]-[#0:3])-[#16]-[#0:1])-[#0:2],16
C=CC=CC(=O)O,[#6H]=[#6]/[#6]=[#6]/[#6](=[#8])-[#8],16
O=C(C=COCOC[O][R])[O][R],[#6H2](-[#8]-[#6H2]-[#8]-[#0:1])-[#8]-[#6]=[#6H]-[#6](=[#8])-[#8]-[#0:2],16
S=C=[N][R],[#0:1]-[#7]=[#6]=[#16],16
C=CF,[#9]-[#6H]=[#6H],16
O=[C]([R])N1CSC([N]([R])[C](=O)[R])=N1,[#0:1]-[#6](=[#8])-[#7](-[#6]1=[#7]-[#7](-[#6](-[#0:2])=[#8])-[#6H2]-[#16]-1)-[#0:3],16
C=CC=CC(=O)C=CC=C,[#8]=[#6](/[#6H]=[#6]\[#6]=[#6H])-[#6H]=[#6]-[#6]=[#6H],16
O=C1C=C([N]([R])[R])C(=O)[N]1[R],[#8]=[#6]1-[#6]=[#6](-[#7](-[#0:1])-[#0:2])-[#6](=[#8])-[#7]-1-[#0:3],16
C=C[Si]([R])([R])[R],[#0:1]-[Si](-[#6H]=[#6H])(-[#0:2])-[#0:3],15
[O-][Cl+3]([O-])([O-])[O-],[#8-]-[#17+3](-[#8-])(-[#8-])-[#8-],15
O=C(C=C[N]([R])C(=S)[N]([R])[R])[N]([R])[R],[#6H](=[#6H]-[#6](=[#8])-[#7](-[#0:1])-[#0:3])-[#7](-[#6](-[#7](-[#0:2])-[#0:4])=[#16])-[#0:5],15
C=[CH][Nar],[#7]-[#6H]=[#6H],15
O=C([O][R])[N]([R])C[O][R],[#0:1]-[#8]-[#6H]-[#7](-[#6](=[#8])-[#8]-[#0:2])-[#0:3],15
C=N[N]([R])C(=[N][R])[N]([R])[R],[#6H2]=[#7]-[#7](-[#6](=[#7]-[#0:2])-[#7](-[#0:3])-[#0:4])-[#0:1],15
[R][N]=C([N]([R])[R])[N]([R])C(=[N][R])[N]([R])[R],[#7](=[#6](-[#7](-[#0:1])-[#0:4])-[#7](-[#6](=[#7]-[#0:6])-[#7](-[#0:2])-[#0:7])-[#0:5])-[#0:3],15
C=C(C#N)C(=O)O,[#6H]=[#6](-[#6]#[#7])-[#6](=[#8])-[#8],15
O=[C]([R])N1COC=N1,[#0:1]-[#6](=[#8])-[#7]1-[#7]=[#6H]-[#8]-[#6H2]-1,15
O=C(C1SC([N]([R])[C](=O)[R])=NN1[C](=O)[R])[N]([R])[R],[#0:1]-[#6](=[#8])-[#7](-[#6]1=[#7]-[#7](-[#6](-[#0:2])=[#8])-[#6H](-[#16]-1)-[#6](=[#8])-[#7](-[#0:3])-[#0:4])-[#0:5],15
O=[C]([R])[N]([R])C(=O)[N]([R])C[O][R],[#0:1]-[#8]-[#6H2]-[#7](-[#0:2])-[#6](-[#7](-[#6](-[#0:3])=[#8])-[#0:4])=[#8],15
O=[C]([R])[N]([R])[N]([R])[S](=O)(=O)[R],[#0:1]-[#7](-[#7](-[#16](=[#8])(=[#8])-[#0:2])-[#0:4])-[#6](-[#0:3])=[#8],15
[N-]=[N+]=NC[O][R],[#0:1]-[#8]-[#6H2]-[#7]=[#7+]=[#7-],14
O=P(O)(O)OP(=O)(O)OP(=O)(O)[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8])-[#8]-[#15](=[#8])(-[#8])-[#8]-[#15](=[#8])(-[#8])-[#8],14
O=[As](O)([R])[R],[#0:1]-[As](=[#8])(-[#8])-[#0:2],14
[R][N]([R])C1=NC[N]([R])C([N]([R])[R])=N1,[#6H2]1-[#7]=[#6](-[#7](-[#0:2])-[#0:3])-[#7]=[#6](-[#7](-[#0:4])-[#0:5])-[#7]-1-[#0:1],14
O=[C]([R])[N]([R])N([C](=O)[R])[C](=O)[R],[#8]=[#6](-[#7](-[#7](-[#6](=[#8])-[#0:1])-[#6](-[#0:2])=[#8])-[#0:4])-[#0:3],14
[R][N]=C([O][R])[N]([R])[R],[#0:2]-[#8]-[#6](-[#7](-[#0:3])-[#0:4])=[#7]-[#0:1],14
C=C1C=CC=[N+]1[B-](F)(F)[Nar],[#6H2]=[#6]1-[#6]=[#6]-[#6]=[#7+]-1-[#5-](-[#9])(-[#9])-[#7],14
[R][O]C([O][R])[O][R],[#0:1]-[#8]-[#6](-[#8]-[#0:2])-[#8]-[#0:3],14
O=[C]([R])C=C[O][R],[#8]=[#6](-[#0:1])-[#6H]=[#6H]-[#8]-[#0:2],14
O=C(C=C[N]([R])[C](=O)[R])[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6H]=[#6H]-[#7](-[#6](=[#8])-[#0:2])-[#0:3],14
C=C1SC(=S)N([N]([R])[C](=O)[R])C1=O,[#0:1]-[#6](=[#8])-[#7](-[#7]1-[#6](=[#8])-[#6](=[#6H])-[#16]-[#6]-1=[#16])-[#0:2],14
O=C1C([N]([R])[C](=O)[R])OC(O)[N]1[R],[#6H]1(-[#8])-[#8]-[#6H](-[#7](-[#6](=[#8])-[#0:2])-[#0:3])-[#6](=[#8])-[#7]-1-[#0:1],14
O=C1C=CC(O)O1,[#6H]1=[#6H]-[#6](=[#8])-[#8]-[#6]-1-[#8],14
O=C(N=C([N]([R])[R])[N]([R])C(=O)[O][R])[O][R],[#0:1]-[#7](/[#6](=[#7]/[#6](=[#8])-[#8]-[#0:2])-[#7](-[#6](=[#8])-[#8]-[#0:3])-[#0:5])-[#0:4],14
O=C([O][R])C1CO1,[#6H2]1-[#8]-[#6H]-1-[#6](=[#8])-[#8]-[#0:1],13
O=[C]([R])OCO[C](=O)[R],[#0:1]-[#6](=[#8])-[#8]-[#6H]-[#8]-[#6](-[#0:2])=[#8],13
C=CI,[#6H]=[#6H]-[#53],13
O=C1C(=C[N]([R])[R])C=N[N]1[R],[#6H](-[#7](-[#0:1])-[#0:3])=[#6]1-[#6](=[#8])-[#7](-[#0:2])-[#7]=[#6H]-1,13
C=C1C(=O)[N]([R])C(=O)[N]([R])C1=O,[#6H]=[#6]1-[#6](=[#8])-[#7](-[#6](=[#8])-[#7](-[#6]-1=[#8])-[#0:2])-[#0:1],13
O=[S](=O)([R])N=C([S][R])[N]([R])[R],[#0:2]-[#16]-[#6](=[#7]-[#16](=[#8])(=[#8])-[#0:3])-[#7](-[#0:4])-[#0:1],13
O=[C]([R])[N]([R])CO,[#6H](-[#8])-[#7](-[#6](=[#8])-[#0:1])-[#0:2],13
O=[C]([R])[N]([R])C[N]([R])[S](=O)(=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6H]-[#7](-[#0:2])-[#16](=[#8])(=[#8])-[#0:3])-[#0:4],13
S=C([O][R])[N]([R])[R],[#0:1]-[#8]-[#6](=[#16])-[#7](-[#0:2])-[#0:3],12
O=C1C=NCO1,[#6H]1=[#7]-[#6H]-[#8]-[#6]-1=[#8],12
C#CC#C,[#6H]#[#6]-[#6]#[#6H],12
C=C(C#N)C#N,[#6H]=[#6](-[#6]#[#7])-[#6]#[#7],12
[R][N]=C[S][R],[#0:1]-[#16]/[#6H]=[#7]/[#0:2],12
N#CC=C([O][R])[N]([R])[R],[#6H](-[#6]#[#7])=[#6](-[#7](-[#0:2])-[#0:3])-[#8]-[#0:1],12
OC[N]([R])[R],[#8]-[#6H2]-[#7](-[#0:1])-[#0:2],11
O=C(C=C(O)C(=O)[O][R])[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6H]=[#6](-[#8])-[#6](=[#8])-[#8]-[#0:2],11
[R][N]1C[N]([R])C[N]([R])C1,[#0:1]-[#7]1-[#6]-[#7](-[#6]-[#7](-[#6]-1)-[#0:2])-[#0:3],11
O=[C]([R])[N]([R])CN([C](=O)[R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6]-[#7](-[#6](=[#8])-[#0:2])-[#6](-[#0:3])=[#8])-[#0:4],11
O=[C]([R])ON=C[N]([R])[R],[#7](/[#6H]=[#7]\[#8]-[#6](=[#8])-[#0:1])(-[#0:2])-[#0:3],11
C=C1SC(=O)N(C[N]([R])[R])C1=O,[#8]=[#6]1-[#16]-[#6](=[#6H])-[#6](=[#8])-[#7]-1-[#6]-[#7](-[#0:1])-[#0:2],11
C=COCOC[O][R],[#6H]=[#6]-[#8]-[#6H2]-[#8]-[#6H2]-[#8]-[#0:1],11
C=CC=NO,[#6H2]=[#6]-[#6H]=[#7]-[#8],11
C=CC([O][R])[O][R],[#0:1]-[#8]-[#6H](-[#6]=[#6H])-[#8]-[#0:2],11
O=C([O][R])[N]([R])C[N]([R])C(=O)[O][R],[#0:1]-[#7](-[#6](=[#8])-[#8]-[#0:2])-[#6H2]-[#7](-[#6](=[#8])-[#8]-[#0:3])-[#0:4],11
O=C(C=C[N]([R])C(=S)[N]([R])[R])[O][R],[#6H](=[#6H]-[#6](=[#8])-[#8]-[#0:1])-[#7](-[#6](-[#7](-[#0:2])-[#0:3])=[#16])-[#0:4],11
C=C1C(=O)C=CC1=O,[#6H]=[#6]1-[#6](=[#8])-[#6]=[#6]-[#6]-1=[#8],11
O=P([O-])([O][R])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8-])-[#8]-[#0:2],11
O=S(=O)([O][R])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#16](=[#8])(=[#8])-[#8]-[#0:3],11
[R][N+]([R])=[Car],[#0:1]=[#7+](-[#0:2])-[#0:3],10
O=C(C=NO)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])/[#6H]=[#7]\[#8])-[#0:2],10
C=CC=N[O][R],[#6H2]=[#6]/[#6H]=[#7]/[#8]-[#0:1],10
O=[C]1[R][N](C(=O)[N]([R])[R])C[N]1[R],[#0:1]-[#7](-[#6](=[#8])-[#7]1-[#0:2]-[#6](=[#8])-[#7](-[#0:3])-[#6]-1)-[#0:4],10
O=C1C=CC(=O)C=C1,[#8]=[#6]1-[#6]=[#6]-[#6](=[#8])-[#6H]=[#6]-1,10
C=CCl,[#6H]=[#6H]-[#17],10
O=P([O][R])([O][R])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[#0:2])-[#8]-[#0:3],10
O=[S](=O)([R])[N]([R])C(=[N][R])[N]([R])[R],[#0:1]-[#16](=[#8])(=[#8])-[#7](-[#0:2])-[#6](=[#7]-[#0:3])-[#7](-[#0:4])-[#0:5],10
O=C1SC([N]([R])[R])C(=O)[N]1[R],[#0:1]-[#7]1-[#6](=[#8])-[#16]-[#6](-[#7](-[#0:2])-[#0:3])-[#6]-1=[#8],10
C=C1C(=O)[N]([R])C(=O)[N]1[R],[#0:1]-[#7]1-[#6](=[#8])-[#7](-[#6](=[#6H])-[#6]-1=[#8])-[#0:2],10
O=[C]1[R][N]([S](=O)(=O)[R])C=C[N]1[R],[#0:1]-[#16](=[#8])(=[#8])-[#7]1-[#6]=[#6]-[#7](-[#0:2])-[#6](=[#8])-[#0:3]-1,10
O=C([N]([R])[R])[N]([R])[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#7](-[#0:2])-[#7](-[#0:3])-[#0:5])-[#0:4],10
C=CC=C[NH][R],[#6H]=[#6]-[#6]=[#6]-[#7]-[#0:1],10
C=C(C#N)C(=O)[O][R],[#6H]=[#6](-[#6]#[#7])-[#6](=[#8])-[#8]-[#0:1],10
O=C(C=C([O][R])C(=O)[O][R])[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6H]=[#6](-[#8]-[#0:2])-[#6](=[#8])-[#8]-[#0:3],10
O=[C]([R])C=COC=C[C](=O)[R],[#6H](=[#6H]-[#8]-[#6H]=[#6H]-[#6](=[#8])-[#0:2])-[#6](-[#0:1])=[#8],10
C=C(C(=O)[N]([R])[N]([R])[R])[N]([R])[C](=O)[R],[#6H]=[#6](-[#7](-[#6](=[#8])-[#0:1])-[#0:2])-[#6](=[#8])-[#7](-[#7](-[#0:4])-[#0:5])-[#0:3],10
[R][N]([R])[Nar+],[#7](-[#7+])(-[#0:1])-[#0:2],9
O=C(O)C(=O)[N]([R])[R],[#7](-[#6](=[#8])-[#6](=[#8])-[#8])(-[#0:1])-[#0:2],9
C=C(C(=O)O)[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](=[#6H])-[#6](=[#8])-[#8])-[#0:2],9
O=[C]([R])[N]([R])C=[N][R],[#0:1]-[#7]=[#6H]-[#7](-[#6](=[#8])-[#0:2])-[#0:3],9
O=[C]([R])OC[N]([R])[R],[#8]=[#6](-[#8]-[#6H2]-[#7](-[#0:1])-[#0:3])-[#0:2],9
S=C([N]([R])[R])[N]([R])C=[N][R],[#0:1]-[#7](-[#6](=[#16])-[#7](/[#6H]=[#7]/[#0:2])-[#0:4])-[#0:3],9
O=[C]([R])[N]([R])C[S](=O)(=O)[R],[#0:2]-[#7](-[#6](=[#8])-[#0:3])-[#6H2]-[#16](=[#8])(=[#8])-[#0:1],9
C=C(O)[C](=O)[R],[#0:1]-[#6](=[#8])-[#6](-[#8])=[#6H2],9
N#C[N]([R])C(=[N][R])[N]([R])[R],[#0:1]-[#7]=[#6](-[#7](-[#6]#[#7])-[#0:3])-[#7](-[#0:2])-[#0:4],9
C=CC1=CC(=O)[N]([R])C1=C,[#6H]=[#6]1-[#7](-[#6](=[#8])-[#6H]=[#6]-1-[#6]=[#6])-[#0:1],9
O=[C]([R])[N]([R])[N]([R])C(=O)[O][R],[#0:1]-[#6](=[#8])-[#7](-[#7](-[#6](=[#8])-[#8]-[#0:2])-[#0:4])-[#0:3],9
O=C(C(=C[S](=O)(=O)[R])[O][R])[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#6](=[#6H]-[#16](=[#8])(=[#8])-[#0:2])-[#8]-[#0:3])-[#0:4],9
O=C(c1ccc[n]([R])c1=N[S](=O)(=O)[R])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#6](=[#8])-[#6]1=[#6]-[#6]=[#6]-[#7](-[#0:3])-[#6]-1=[#7]-[#16](-[#0:4])(=[#8])=[#8],9
C=C(Cl)Cl,[#6H]=[#6](-[#17])-[#17],9
O=[C]1C=C([N]([R])[R])[N]([N]([R])[C](=O)[R])[R]1,[#6H]1=[#6](-[#7](-[#0:3])-[#0:4])-[#7](-[#7](-[#6](=[#8])-[#0:1])-[#0:5])-[#0:2]-[#6]-1=[#8],9
C=N[S](=O)(=O)[R],[#0:1]-[#16](=[#8])(=[#8])-[#7]=[#6H],9
C=[N+]([R])[R],[#0:1]-[#7+](=[#6H])-[#0:2],8
[O-][Car],[#0:1]-[#8-],8
C=CC=CC=CC=C,[#6H](=[#6]-[#6]=[#6H2])-[#6H]=[#6]-[#6]=[#6H],8
O=[N+]([O-])[O][R],[#8]=[#7+](-[#8-])-[#8]-[#0:1],8
O=C1C(=N[N]([R])[R])C=N[N]1[R],[#6H]1=[#7]-[#7](-[#6](=[#8])-[#6]-1=[#7]-[#7](-[#0:1])-[#0:3])-[#0:2],8
O=[C]([R])OCO,[#8]=[#6](-[#8]-[#6H]-[#8])-[#0:1],8
O=[C]1[R][N]([R])C(=S)[N]1[R],[#0:1]-[#7]1-[#6](=[#16])-[#7](-[#0:2])-[#6](=[#8])-[#0:3]-1,8
O=C([O][R])C(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#6](=[#8])-[#8]-[#0:2])-[#0:3],8
N#CN=C([N]([R])[R])[N]([R])[R],[#0:1]-[#7](/[#6](=[#7]\[#6]#[#7])-[#7](-[#0:2])-[#0:4])-[#0:3],8
[R][N]([R])C=CC=[N+]([R])[R],[#0:1]-[#7](-[#0:2])/[#6H]=[#6]/[#6]=[#7+](-[#0:3])-[#0:4],8
O=C([O][R])C(=C[N]([R])[R])C(=O)[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6](=[#6]-[#7](-[#0:2])-[#0:4])-[#6](=[#8])-[#8]-[#0:3],8
N#C[S][R],[#0:1]-[#16]-[#6]#[#7],8
O=C(C=C[S][R])[N]([R])[R],[#8]=[#6](/[#6]=[#6]/[#16]-[#0:1])-[#7](-[#0:2])-[#0:3],8
O=[S](O)[R],[#8]=[#16](-[#8])-[#0:1],8
[R][N]([R])C=[N][Nar],[#0:1]-[#7](-[#6H]=[#7]-[#7])-[#0:2],8
O=[C]1[R][O]C[N]1[R],[#0:1]1-[#8]-[#6H2]-[#7](-[#6]-1=[#8])-[#0:2],8
C=CC(=O)[N](O)[R],[#6H]=[#6]-[#6](=[#8])-[#7](-[#8])-[#0:1],8
O=S1(=O)N=CC=C[N]1[R],[#6H]1=[#7]-[#16](=[#8])(=[#8])-[#7](-[#6H]=[#6H]-1)-[#0:1],8
O=C(C=N[N]([R])C(=O)[N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#6](=[#8])/[#6H]=[#7]\[#7](-[#6](-[#7](-[#0:4])-[#0:5])=[#8])-[#0:3],8
O=C([N]([R])[R])[N]([R])[N](O)[R],[#0:1]-[#7](-[#6](=[#8])-[#7](-[#0:2])-[#0:4])-[#7](-[#0:3])-[#8],8
C=CC(=[N][R])[N]([R])[R],[#6H]=[#6]-[#6](=[#7]-[#0:1])-[#7](-[#0:2])-[#0:3],8
C=N[N]([R])C(=O)C(=C)[N]([R])[C](=O)[R],[#6H]=[#7]-[#7](-[#6](=[#8])-[#6](=[#6H])-[#7](-[#6](=[#8])-[#0:1])-[#0:3])-[#0:2],8
O=C(C=CN=CC=C(O)[O][R])[O][R],[#0:1]-[#8]/[#6](-[#8])=[#6H]\[#6H]=[#7]-[#6H]=[#6H]-[#6](=[#8])-[#8]-[#0:2],8
[Na][O][R],[#0:1]-[#8]-[Na],7
O=C(O)C(=C[S][R])[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](-[#6](=[#8])-[#8])=[#6H]-[#16]-[#0:2])-[#0:3],7
O=CC=CC(=O)O,[#6H](-[#6]=[#8])=[#6]-[#6](=[#8])-[#8],7
O=[C]([R])[N]([R])[N]([R])C=[N][R],[#7](=[#6H]-[#7](-[#0:1])-[#7](-[#6](=[#8])-[#0:2])-[#0:4])-[#0:3],7
S=C([S][R])[N]([R])[R],[#0:1]-[#16]-[#6](=[#16])-[#7](-[#0:2])-[#0:3],7
C=CC=[N][R],[#6](=[#6H])/[#6]=[#7]/[#0:1],7
C#C[N]([R])[S](=O)(=O)[R],[#6]#[#6]-[#7](-[#0:1])-[#16](=[#8])(=[#8])-[#0:2],7
O=C(O)C(=O)[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6](=[#8])-[#8],7
C=C1C=CC(=[N+]([R])[R])C=C1,[#6H2]=[#6]1-[#6]=[#6]-[#6](=[#7+](-[#0:1])-[#0:2])-[#6]=[#6]-1,7
C=CC=CC=C[C](=O)[R],[#6H](=[#6]-[#6](=[#8])-[#0:1])-[#6H]=[#6H]-[#6]=[#6H],7
C=C([O][R])C(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#6](=[#6H])-[#8]-[#0:2])-[#0:3],7
O=[C]1[R][N]([R])S(=O)(=O)[N]1[R],[#0:1]1-[#6](=[#8])-[#7](-[#0:2])-[#16](=[#8])(=[#8])-[#7]-1-[#0:3],7
O=S(=O)(N=[S](=O)([R])[R])[N]([R])[R],[#0:1]-[#16](=[#8])(=[#7]-[#16](=[#8])(=[#8])-[#7](-[#0:2])-[#0:3])-[#0:4],7
O=C([O][R])C(O)=CO,[#0:1]-[#8]-[#6](=[#8])-[#6](-[#8])=[#6H]-[#8],7
C#CC=C,[#6H]=[#6]-[#6]#[#6H],7
O=[S](=O)(Cl)[R],[#8]=[#16](=[#8])(-[#17])-[#0:1],7
O=[C]([R])C=C[N]([R])C(=O)[N]([R])[R],[#0:1]-[#6](=[#8])-[#6H]=[#6H]-[#7](-[#0:2])-[#6](=[#8])-[#7](-[#0:3])-[#0:4],7
O=[C]([R])C([N]([R])[R])[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](-[#6](=[#8])-[#0:2])-[#7](-[#0:3])-[#0:4])-[#0:5],7
O=C([O][R])[N]([R])[N]([R])[R],[#0:1]-[#7](-[#7](-[#6](=[#8])-[#8]-[#0:2])-[#0:4])-[#0:3],7
O=[C]1[R][N]=C[N]1[R],[#0:1]1-[#7]=[#6H]-[#7](-[#6]-1=[#8])-[#0:2],7
O=[C]1[R][N]=C([N]([R])[R])[N]1[R],[#0:1]1-[#7]=[#6](-[#7](-[#0:2])-[#0:3])-[#7](-[#6]-1=[#8])-[#0:4],7
O=C([N]([R])[R])[N]([R])C=[N][R],[#0:2]-[#7](-[#6](=[#8])-[#7](-[#0:3])-[#0:4])-[#6H]=[#7]-[#0:1],7
O=C(C(=C[O][R])[S][R])[N]([R])[R],[#6H](=[#6](-[#6](=[#8])-[#7](-[#0:1])-[#0:4])-[#16]-[#0:2])-[#8]-[#0:3],7
O=C(C=CC(=O)[N]([R])[R])[O][R],[#6H](=[#6H]-[#6](=[#8])-[#7](-[#0:1])-[#0:3])-[#6](-[#8]-[#0:2])=[#8],7
C=C1C=N[N]([R])C1=O,[#6H]1=[#7]-[#7](-[#0:1])-[#6](=[#8])-[#6]-1=[#6H],7
